tournament,year,team,stage,pre_tournament_elo,n_matches_form,win_rate,avg_goal_diff,goals_for_per_match,goals_against_per_match,avg_opponent_elo,stage_order,group,avg_group_elo,max_group_elo,elo_minus_avg_group,group_elo_rank
african cup of nations,2022,Tunisia,Quarter-Finalist,1697.44,12,0.708,1.0,1.667,0.667,1566.472,3,F,1577.898,1697.44,119.543,1.0
african cup of nations,2022,Cape Verde,Round of 16,1569.8,12,0.583,0.167,1.083,0.917,1534.103,4,A,1591.898,1684.06,-22.098,3.0
african cup of nations,2022,Comoros,Round of 16,1440.4,12,0.625,0.25,1.417,1.167,1497.259,4,C,1587.028,1746.76,-146.627,4.0
african cup of nations,2022,Gabon,Round of 16,1495.37,12,0.417,-0.25,1.167,1.417,1524.282,4,C,1587.028,1746.76,-91.658,3.0
african cup of nations,2022,Guinea,Round of 16,1543.19,12,0.458,-0.583,0.917,1.5,1509.526,4,B,1557.732,1756.1,-14.543,2.0
african cup of nations,2022,Ivory Coast,Round of 16,1693.46,12,0.792,1.167,1.75,0.583,1520.302,4,E,1622.798,1827.75,70.662,2.0
african cup of nations,2022,Malawi,Round of 16,1444.73,12,0.25,-1.167,0.667,1.833,1558.648,4,B,1557.732,1756.1,-113.003,4.0
african cup of nations,2022,Mali,Round of 16,1656.01,12,0.667,1.0,1.417,0.417,1538.302,4,F,1577.898,1697.44,78.112,2.0
african cup of nations,2022,Nigeria,Round of 16,1682.42,12,0.625,0.417,1.083,0.667,1535.24,4,D,1570.192,1712.86,112.227,2.0
african cup of nations,2022,Algeria,Group Stage,1827.75,12,0.833,2.083,2.75,0.667,1553.353,5,E,1622.798,1827.75,204.952,1.0
african cup of nations,2022,Ethiopia,Group Stage,1474.55,12,0.542,0.417,1.5,1.083,1554.572,5,A,1591.898,1684.06,-117.348,4.0
african cup of nations,2022,Ghana,Group Stage,1665.58,12,0.542,0.083,0.917,0.833,1552.167,5,C,1587.028,1746.76,78.553,2.0
african cup of nations,2022,Guinea-Bissau,Group Stage,1474.58,12,0.458,-0.333,1.167,1.5,1548.228,5,D,1570.192,1712.86,-95.613,3.0
african cup of nations,2022,Mauritania,Group Stage,1478.21,12,0.333,-0.917,0.667,1.583,1565.824,5,F,1577.898,1697.44,-99.688,4.0
african cup of nations,2022,Sierra Leone,Group Stage,1473.44,12,0.417,-0.25,0.833,1.083,1492.699,5,E,1622.798,1827.75,-149.358,4.0
african cup of nations,2022,Sudan,Group Stage,1410.91,12,0.25,-1.25,0.833,2.083,1567.012,5,D,1570.192,1712.86,-159.283,4.0
african cup of nations,2022,Zimbabwe,Group Stage,1486.91,12,0.208,-0.833,0.417,1.25,1545.423,5,B,1557.732,1756.1,-70.822,3.0
fifa world cup,2022,Argentina,Champion,1993.29,12,0.917,2.167,2.333,0.167,1712.438,0,C,1774.572,1993.29,218.717,1.0
fifa world cup,2022,France,Runner-up,1895.08,12,0.667,1.333,2.25,0.917,1718.179,1,D,1809.817,1895.08,85.263,1.0
fifa world cup,2022,Croatia,Semi-Finalist,1816.04,12,0.792,0.917,1.833,0.917,1678.326,2,F,1801.742,1877.51,14.297,2.0
fifa world cup,2022,Morocco,Semi-Finalist,1760.96,12,0.708,0.833,1.75,0.917,1588.492,2,F,1801.742,1877.51,-40.783,3.0
fifa world cup,2022,Brazil,Quarter-Finalist,2032.93,12,0.875,2.333,2.667,0.333,1771.921,3,H,1817.248,2032.93,215.683,1.0
fifa world cup,2022,England,Quarter-Finalist,1845.6,12,0.583,1.5,2.5,1.0,1613.653,3,B,1783.118,1845.6,62.482,1.0
fifa world cup,2022,Netherlands,Quarter-Finalist,1882.8,12,0.875,1.583,2.5,0.917,1666.278,3,A,1771.528,1882.8,111.273,1.0
fifa world cup,2022,Portugal,Quarter-Finalist,1868.97,12,0.667,1.667,2.167,0.5,1702.359,3,G,1797.548,1868.97,71.422,1.0
fifa world cup,2022,Australia,Round of 16,1756.12,12,0.583,0.417,1.25,0.833,1656.363,4,D,1809.817,1895.08,-53.697,3.0
fifa world cup,2022,Japan,Round of 16,1770.25,12,0.625,1.167,1.917,0.75,1695.054,4,E,1820.46,1928.92,-50.21,3.0
fifa world cup,2022,Poland,Round of 16,1722.35,12,0.583,0.0,1.333,1.333,1693.267,4,C,1774.572,1993.29,-52.223,3.0
fifa world cup,2022,Senegal,Round of 16,1746.92,12,0.667,0.667,1.583,0.917,1603.225,4,A,1771.528,1882.8,-24.607,3.0
fifa world cup,2022,South Korea,Round of 16,1791.96,12,0.667,0.583,1.75,1.167,1690.022,4,G,1797.548,1868.97,-5.588,3.0
fifa world cup,2022,Spain,Round of 16,1928.92,12,0.75,1.0,1.75,0.75,1734.198,4,E,1820.46,1928.92,108.46,1.0
fifa world cup,2022,Switzerland,Round of 16,1780.41,12,0.5,0.167,1.417,1.25,1732.365,4,H,1817.248,2032.93,-36.837,3.0
fifa world cup,2022,United States,Round of 16,1786.14,12,0.583,0.833,1.5,0.667,1655.257,4,B,1783.118,1845.6,3.023,3.0
fifa world cup,2022,Belgium,Group Stage,1877.51,12,0.542,0.5,1.833,1.333,1710.921,5,F,1801.742,1877.51,75.767,1.0
fifa world cup,2022,Cameroon,Group Stage,1664.95,12,0.542,0.083,1.083,1.0,1634.866,5,H,1817.248,2032.93,-152.297,4.0
fifa world cup,2022,Canada,Group Stage,1752.46,12,0.625,1.0,1.75,0.75,1643.498,5,F,1801.742,1877.51,-49.283,4.0
fifa world cup,2022,Costa Rica,Group Stage,1735.75,12,0.833,0.833,1.333,0.5,1679.921,5,E,1820.46,1928.92,-84.71,4.0
fifa world cup,2022,Denmark,Group Stage,1834.05,12,0.667,0.833,1.833,1.0,1679.457,5,D,1809.817,1895.08,24.233,2.0
fifa world cup,2022,Ecuador,Group Stage,1777.37,12,0.583,0.167,0.75,0.583,1741.201,5,A,1771.528,1882.8,5.842,2.0
fifa world cup,2022,Germany,Group Stage,1846.92,12,0.708,1.75,2.667,0.917,1665.19,5,E,1820.46,1928.92,26.46,2.0
fifa world cup,2022,Ghana,Group Stage,1662.48,12,0.458,-0.167,1.0,1.167,1638.721,5,G,1797.548,1868.97,-135.068,4.0
fifa world cup,2022,Iran,Group Stage,1815.75,12,0.667,0.417,1.167,0.75,1658.52,5,B,1783.118,1845.6,32.632,2.0
fifa world cup,2022,Mexico,Group Stage,1742.07,12,0.542,0.417,1.333,0.917,1683.812,5,C,1774.572,1993.29,-32.503,2.0
fifa world cup,2022,Qatar,Group Stage,1679.02,12,0.708,0.917,1.583,0.667,1632.948,5,A,1771.528,1882.8,-92.507,4.0
fifa world cup,2022,Saudi Arabia,Group Stage,1640.58,12,0.5,0.0,0.5,0.5,1664.089,5,C,1774.572,1993.29,-133.993,4.0
fifa world cup,2022,Serbia,Group Stage,1790.7,12,0.792,1.417,2.333,0.917,1647.587,5,H,1817.248,2032.93,-26.547,2.0
fifa world cup,2022,Tunisia,Group Stage,1754.02,12,0.667,0.667,1.25,0.583,1661.513,5,D,1809.817,1895.08,-55.797,4.0
fifa world cup,2022,Uruguay,Group Stage,1866.78,12,0.625,0.75,1.583,0.833,1773.338,5,G,1797.548,1868.97,69.232,2.0
fifa world cup,2022,Wales,Group Stage,1684.98,12,0.458,0.167,1.417,1.25,1733.314,5,B,1783.118,1845.6,-98.138,4.0
gold cup,2023,Mexico,Champion,1759.53,12,0.583,0.333,1.417,1.083,1691.106,0,B,1633.928,1759.53,125.602,1.0
gold cup,2023,Panama,Runner-up,1670.92,12,0.458,-0.167,1.0,1.167,1669.035,1,C,1596.41,1687.65,74.51,2.0
gold cup,2023,Jamaica,Semi-Finalist,1554.13,12,0.375,-0.583,1.0,1.583,1645.789,2,A,1581.615,1797.67,-27.485,2.0
gold cup,2023,United States,Semi-Finalist,1797.67,12,0.625,0.833,1.5,0.667,1719.023,2,A,1581.615,1797.67,216.055,1.0
gold cup,2023,Canada,Quarter-Finalist,1743.49,12,0.458,0.0,1.417,1.417,1700.137,3,D,1574.77,1743.49,168.72,1.0
gold cup,2023,Costa Rica,Quarter-Finalist,1687.65,12,0.5,-0.583,1.083,1.667,1694.942,3,C,1596.41,1687.65,91.24,1.0
gold cup,2023,Guatemala,Quarter-Finalist,1587.97,12,0.458,0.0,1.25,1.25,1594.562,3,D,1574.77,1743.49,13.2,2.0
gold cup,2023,Qatar,Quarter-Finalist,1628.93,12,0.542,0.0,1.167,1.167,1627.382,3,B,1633.928,1759.53,-4.997,2.0
gold cup,2023,Cuba,Round of 16,1494.77,12,0.625,0.583,1.583,1.0,1480.046,4,D,1574.77,1743.49,-80.0,3.0
gold cup,2023,El Salvador,Round of 16,1504.82,12,0.208,-1.417,0.75,2.167,1635.62,4,C,1596.41,1687.65,-91.59,4.0
gold cup,2023,Guadeloupe,Round of 16,1472.85,12,0.417,0.083,1.25,1.167,1464.088,4,D,1574.77,1743.49,-101.92,4.0
gold cup,2023,Haiti,Round of 16,1611.23,12,0.667,0.917,2.417,1.5,1509.705,4,B,1633.928,1759.53,-22.697,3.0
gold cup,2023,Honduras,Round of 16,1536.02,12,0.375,-0.583,0.75,1.333,1664.727,4,B,1633.928,1759.53,-97.908,4.0
gold cup,2023,Martinique,Round of 16,1522.25,12,0.292,-1.167,1.0,2.167,1610.192,4,C,1596.41,1687.65,-74.16,3.0
gold cup,2023,Saint Kitts and Nevis,Round of 16,1440.73,12,0.542,0.25,1.5,1.25,1405.364,4,A,1581.615,1797.67,-140.885,4.0
gold cup,2023,Trinidad and Tobago,Round of 16,1533.93,12,0.625,0.667,1.333,0.667,1471.684,4,A,1581.615,1797.67,-47.685,3.0
afc asian cup,2024,Qatar,Champion,1605.58,12,0.458,0.333,1.667,1.333,1597.219,0,A,1523.165,1605.58,82.415,1.0
afc asian cup,2024,Jordan,Runner-up,1617.88,12,0.458,-0.667,1.417,2.083,1616.975,1,E,1615.25,1788.95,2.63,2.0
afc asian cup,2024,Iran,Semi-Finalist,1833.96,12,0.833,2.083,2.75,0.667,1548.738,2,C,1575.742,1833.96,258.217,1.0
afc asian cup,2024,South Korea,Semi-Finalist,1788.95,12,0.625,1.25,2.083,0.833,1683.853,2,E,1615.25,1788.95,173.7,1.0
afc asian cup,2024,Australia,Quarter-Finalist,1788.93,12,0.625,0.917,1.75,0.833,1727.481,3,B,1606.48,1788.93,182.45,1.0
afc asian cup,2024,Japan,Quarter-Finalist,1832.46,12,0.833,3.0,3.833,0.833,1663.833,3,D,1612.808,1832.46,219.653,1.0
afc asian cup,2024,Tajikistan,Quarter-Finalist,1520.48,12,0.583,0.333,1.417,1.083,1497.066,3,A,1523.165,1605.58,-2.685,3.0
afc asian cup,2024,Uzbekistan,Quarter-Finalist,1695.64,12,0.708,0.917,2.0,1.083,1632.425,3,B,1606.48,1788.93,89.16,2.0
afc asian cup,2024,Bahrain,Round of 16,1517.1,12,0.417,-0.417,0.833,1.25,1503.511,4,E,1615.25,1788.95,-98.15,4.0
afc asian cup,2024,Indonesia,Round of 16,1440.6,12,0.458,0.0,1.833,1.833,1498.053,4,D,1612.808,1832.46,-172.207,4.0
afc asian cup,2024,Iraq,Round of 16,1655.19,12,0.625,0.833,1.833,1.0,1602.803,4,D,1612.808,1832.46,42.383,2.0
afc asian cup,2024,Palestine,Round of 16,1535.47,12,0.458,0.333,1.083,0.75,1529.416,4,C,1575.742,1833.96,-40.273,3.0
afc asian cup,2024,Saudi Arabia,Round of 16,1595.41,12,0.417,0.083,1.333,1.25,1564.305,4,F,1558.275,1670.46,37.135,2.0
afc asian cup,2024,Syria,Round of 16,1492.84,12,0.375,-0.5,1.0,1.5,1571.192,4,B,1606.48,1788.93,-113.64,3.0
afc asian cup,2024,Thailand,Round of 16,1520.7,12,0.458,-1.083,1.167,2.25,1513.125,4,F,1558.275,1670.46,-37.575,3.0
afc asian cup,2024,United Arab Emirates,Round of 16,1587.29,12,0.667,0.917,1.5,0.583,1519.062,4,C,1575.742,1833.96,11.547,2.0
afc asian cup,2024,China PR,Group Stage,1526.15,12,0.5,0.25,1.25,1.0,1522.023,5,A,1523.165,1605.58,2.985,2.0
afc asian cup,2024,Hong Kong,Group Stage,1346.25,12,0.333,0.167,1.667,1.5,1411.92,5,C,1575.742,1833.96,-229.493,4.0
afc asian cup,2024,India,Group Stage,1448.51,12,0.583,0.25,1.167,0.917,1445.549,5,B,1606.48,1788.93,-157.97,4.0
afc asian cup,2024,Kyrgyzstan,Group Stage,1446.53,12,0.333,-0.667,1.083,1.75,1534.153,5,F,1558.275,1670.46,-111.745,4.0
afc asian cup,2024,Lebanon,Group Stage,1440.45,12,0.458,0.083,1.083,1.0,1427.402,5,A,1523.165,1605.58,-82.715,4.0
afc asian cup,2024,Malaysia,Group Stage,1537.07,12,0.792,1.583,2.667,1.083,1469.578,5,E,1615.25,1788.95,-78.18,3.0
afc asian cup,2024,Oman,Group Stage,1670.46,12,0.625,0.167,1.25,1.083,1534.46,5,F,1558.275,1670.46,112.185,1.0
afc asian cup,2024,Vietnam,Group Stage,1522.98,12,0.458,-0.417,0.917,1.333,1530.001,5,D,1612.808,1832.46,-89.827,3.0
african cup of nations,2024,Ivory Coast,Champion,1694.16,12,0.75,1.833,2.667,0.833,1497.941,0,A,1597.162,1694.16,96.998,1.0
african cup of nations,2024,Nigeria,Runner-up,1625.87,12,0.458,-0.083,1.5,1.583,1546.403,1,A,1597.162,1694.16,28.707,2.0
african cup of nations,2024,DR Congo,Semi-Finalist,1529.92,12,0.583,0.5,1.083,0.583,1521.846,2,F,1597.14,1798.56,-67.22,3.0
african cup of nations,2024,South Africa,Semi-Finalist,1578.38,12,0.583,0.083,0.833,0.75,1491.258,2,E,1634.585,1768.39,-56.205,3.0
african cup of nations,2024,Angola,Quarter-Finalist,1518.83,12,0.542,0.083,0.917,0.833,1476.073,3,D,1631.208,1821.74,-112.378,4.0
african cup of nations,2024,Cape Verde,Quarter-Finalist,1581.94,12,0.458,-0.25,1.0,1.25,1594.806,3,B,1610.932,1764.39,-28.992,3.0
african cup of nations,2024,Guinea,Quarter-Finalist,1562.73,12,0.5,-0.083,1.333,1.417,1603.289,3,C,1622.97,1766.02,-60.24,3.0
african cup of nations,2024,Mali,Quarter-Finalist,1686.89,12,0.833,1.583,2.25,0.667,1483.169,3,E,1634.585,1768.39,52.305,2.0
african cup of nations,2024,Burkina Faso,Round of 16,1661.55,12,0.583,0.25,1.167,0.917,1571.63,4,D,1631.208,1821.74,30.342,2.0
african cup of nations,2024,Cameroon,Round of 16,1652.51,12,0.458,0.25,1.333,1.083,1638.021,4,C,1622.97,1766.02,29.54,2.0
african cup of nations,2024,Egypt,Round of 16,1764.39,12,0.875,1.75,2.25,0.5,1531.807,4,B,1610.932,1764.39,153.458,1.0
african cup of nations,2024,Equatorial Guinea,Round of 16,1569.32,12,0.708,0.333,1.167,0.833,1486.62,4,A,1597.162,1694.16,-27.842,3.0
african cup of nations,2024,Mauritania,Round of 16,1522.71,12,0.583,0.25,1.083,0.833,1523.674,4,D,1631.208,1821.74,-108.497,3.0
african cup of nations,2024,Morocco,Round of 16,1798.56,12,0.625,0.5,1.25,0.75,1688.761,4,F,1597.14,1798.56,201.42,1.0
african cup of nations,2024,Namibia,Round of 16,1504.68,12,0.458,0.0,0.833,0.833,1532.535,4,E,1634.585,1768.39,-129.905,4.0
african cup of nations,2024,Senegal,Round of 16,1766.02,12,0.708,0.833,1.667,0.833,1590.327,4,C,1622.97,1766.02,143.05,1.0
african cup of nations,2024,Algeria,Group Stage,1821.74,12,0.875,1.583,2.083,0.5,1513.605,5,D,1631.208,1821.74,190.533,1.0
african cup of nations,2024,Gambia,Group Stage,1510.62,12,0.5,-0.167,1.083,1.25,1477.233,5,C,1622.97,1766.02,-112.35,4.0
african cup of nations,2024,Ghana,Group Stage,1632.11,12,0.542,-0.25,0.917,1.167,1563.573,5,B,1610.932,1764.39,21.178,2.0
african cup of nations,2024,Guinea-Bissau,Group Stage,1499.3,12,0.542,0.0,1.333,1.333,1500.507,5,A,1597.162,1694.16,-97.862,4.0
african cup of nations,2024,Mozambique,Group Stage,1465.29,12,0.583,0.25,1.417,1.167,1486.659,5,B,1610.932,1764.39,-145.642,4.0
african cup of nations,2024,Tanzania,Group Stage,1472.89,12,0.458,-0.333,0.583,0.917,1552.183,5,F,1597.14,1798.56,-124.25,4.0
african cup of nations,2024,Tunisia,Group Stage,1768.39,12,0.75,1.0,1.583,0.583,1588.148,5,E,1634.585,1768.39,133.805,1.0
african cup of nations,2024,Zambia,Group Stage,1587.19,12,0.667,0.833,1.833,1.0,1485.702,5,F,1597.14,1798.56,-9.95,2.0
copa américa,2024,Argentina,Champion,2015.89,12,0.917,1.583,1.917,0.333,1696.989,0,A,1801.598,2015.89,214.293,1.0
copa américa,2024,Colombia,Runner-up,1969.25,12,0.875,1.25,1.917,0.667,1764.622,1,D,1819.442,1969.25,149.807,1.0
copa américa,2024,Canada,Semi-Finalist,1731.75,12,0.5,-0.25,1.417,1.667,1682.957,2,A,1801.598,2015.89,-69.848,3.0
copa américa,2024,Uruguay,Semi-Finalist,1904.8,12,0.75,1.417,2.167,0.75,1731.284,2,C,1726.675,1904.8,178.125,1.0
copa américa,2024,Brazil,Quarter-Finalist,1953.69,12,0.542,0.333,1.833,1.5,1788.071,3,D,1819.442,1969.25,134.247,2.0
copa américa,2024,Ecuador,Quarter-Finalist,1813.41,12,0.667,0.5,1.25,0.75,1751.373,3,B,1737.61,1813.41,75.8,1.0
copa américa,2024,Panama,Quarter-Finalist,1709.11,12,0.708,1.0,1.833,0.833,1578.374,3,C,1726.675,1904.8,-17.565,3.0
copa américa,2024,Venezuela,Quarter-Finalist,1730.35,12,0.625,0.417,1.0,0.583,1721.153,3,B,1737.61,1813.41,-7.26,3.0
copa américa,2024,Bolivia,Round of 16,1540.61,12,0.167,-1.417,0.75,2.167,1775.879,4,C,1726.675,1904.8,-186.065,4.0
copa américa,2024,Chile,Round of 16,1717.0,12,0.542,0.75,1.583,0.833,1704.914,4,A,1801.598,2015.89,-84.598,4.0
copa américa,2024,Costa Rica,Round of 16,1658.42,12,0.542,0.25,2.0,1.75,1625.862,4,D,1819.442,1969.25,-161.023,4.0
copa américa,2024,Jamaica,Round of 16,1667.03,12,0.708,0.5,1.667,1.167,1576.778,4,B,1737.61,1813.41,-70.58,4.0
copa américa,2024,Mexico,Round of 16,1739.65,12,0.458,-0.167,1.583,1.75,1738.148,4,B,1737.61,1813.41,2.04,2.0
copa américa,2024,Paraguay,Round of 16,1696.41,12,0.375,-0.417,0.5,0.917,1738.771,4,D,1819.442,1969.25,-123.033,3.0
copa américa,2024,Peru,Round of 16,1741.75,12,0.458,-0.25,0.833,1.083,1690.522,4,A,1801.598,2015.89,-59.848,2.0
copa américa,2024,United States,Round of 16,1752.18,12,0.583,0.833,2.0,1.167,1713.307,4,C,1726.675,1904.8,25.505,2.0
uefa euro,2024,Spain,Champion,1908.3,12,0.833,2.333,3.083,0.75,1628.429,0,B,1793.205,1908.3,115.095,1.0
uefa euro,2024,England,Runner-up,1848.79,12,0.708,1.583,2.25,0.667,1633.773,1,C,1766.597,1848.79,82.193,1.0
uefa euro,2024,France,Semi-Finalist,1914.59,12,0.75,2.083,2.917,0.833,1606.604,2,D,1813.712,1914.59,100.877,1.0
uefa euro,2024,Netherlands,Semi-Finalist,1864.35,12,0.667,1.583,2.583,1.0,1669.797,2,D,1813.712,1914.59,50.637,2.0
uefa euro,2024,Germany,Quarter-Finalist,1817.96,12,0.5,-0.167,1.333,1.5,1794.99,3,A,1737.87,1817.96,80.09,1.0
uefa euro,2024,Portugal,Quarter-Finalist,1863.33,12,0.833,2.167,3.0,0.833,1547.853,3,F,1721.455,1863.33,141.875,1.0
uefa euro,2024,Switzerland,Quarter-Finalist,1754.24,12,0.625,0.667,1.667,1.0,1499.634,3,A,1737.87,1817.96,16.37,2.0
uefa euro,2024,Turkey,Quarter-Finalist,1694.41,12,0.542,0.0,1.583,1.583,1668.286,3,F,1721.455,1863.33,-27.045,3.0
uefa euro,2024,Austria,Round of 16,1768.49,12,0.792,1.333,2.083,0.75,1668.736,4,D,1813.712,1914.59,-45.223,3.0
uefa euro,2024,Belgium,Round of 16,1899.26,12,0.833,1.75,2.25,0.5,1588.058,4,E,1716.062,1899.26,183.198,1.0
uefa euro,2024,Denmark,Round of 16,1789.23,12,0.833,1.083,1.75,0.667,1463.347,4,C,1766.597,1848.79,22.633,2.0
uefa euro,2024,Georgia,Round of 16,1613.86,12,0.542,0.5,2.083,1.583,1622.429,4,F,1721.455,1863.33,-107.595,4.0
uefa euro,2024,Italy,Round of 16,1865.67,12,0.708,0.833,1.833,1.0,1689.2,4,B,1793.205,1908.3,72.465,2.0
uefa euro,2024,Romania,Round of 16,1590.31,12,0.625,0.583,1.25,0.667,1514.269,4,E,1716.062,1899.26,-125.753,4.0
uefa euro,2024,Slovakia,Round of 16,1619.83,12,0.708,1.083,2.0,0.917,1493.303,4,E,1716.062,1899.26,-96.233,3.0
uefa euro,2024,Slovenia,Round of 16,1671.31,12,0.792,1.167,2.0,0.833,1537.03,4,C,1766.597,1848.79,-95.287,4.0
uefa euro,2024,Albania,Group Stage,1536.13,12,0.708,1.0,1.667,0.667,1471.752,5,B,1793.205,1908.3,-257.075,4.0
uefa euro,2024,Croatia,Group Stage,1862.72,12,0.75,1.25,1.917,0.667,1635.137,5,B,1793.205,1908.3,69.515,3.0
uefa euro,2024,Czech Republic,Group Stage,1714.22,12,0.792,1.333,2.25,0.917,1485.312,5,F,1721.455,1863.33,-7.235,2.0
uefa euro,2024,Hungary,Group Stage,1717.55,12,0.75,0.917,1.75,0.833,1554.396,5,A,1737.87,1817.96,-20.32,3.0
uefa euro,2024,Poland,Group Stage,1707.42,12,0.708,0.917,1.75,0.833,1508.87,5,D,1813.712,1914.59,-106.293,4.0
uefa euro,2024,Scotland,Group Stage,1661.73,12,0.458,-0.333,1.5,1.833,1643.415,5,A,1737.87,1817.96,-76.14,4.0
uefa euro,2024,Serbia,Group Stage,1757.06,12,0.583,0.583,1.75,1.167,1585.942,5,C,1766.597,1848.79,-9.537,3.0
uefa euro,2024,Ukraine,Group Stage,1754.85,12,0.708,0.75,1.667,0.917,1595.582,5,E,1716.062,1899.26,38.787,2.0
gold cup,2025,Mexico,Champion,1767.8,12,0.667,0.75,1.417,0.667,1712.744,0,A,1620.442,1767.8,147.358,1.0
gold cup,2025,United States,Runner-up,1674.21,12,0.458,0.0,1.417,1.417,1712.453,1,B,1623.815,1674.21,50.395,1.0
gold cup,2025,Guatemala,Semi-Finalist,1575.62,12,0.542,0.167,1.5,1.333,1580.963,2,C,1617.03,1714.27,-41.41,3.0
gold cup,2025,Honduras,Semi-Finalist,1591.35,12,0.625,0.917,2.333,1.417,1574.293,2,D,1592.845,1786.78,-1.495,2.0
gold cup,2025,Canada,Quarter-Finalist,1786.78,12,0.667,0.417,1.417,1.0,1733.25,3,D,1592.845,1786.78,193.935,1.0
gold cup,2025,Costa Rica,Quarter-Finalist,1677.31,12,0.583,1.0,2.0,1.0,1641.063,3,A,1620.442,1767.8,56.868,2.0
gold cup,2025,Panama,Quarter-Finalist,1714.27,12,0.375,-1.0,1.083,2.083,1739.789,3,C,1617.03,1714.27,97.24,1.0
gold cup,2025,Saudi Arabia,Quarter-Finalist,1629.72,12,0.542,0.25,1.25,1.0,1613.246,3,B,1623.815,1674.21,5.905,3.0
gold cup,2025,Curaçao,Round of 16,1475.12,12,0.708,1.417,2.333,0.917,1379.635,4,D,1592.845,1786.78,-117.725,4.0
gold cup,2025,Dominican Republic,Round of 16,1496.54,12,0.792,2.25,3.167,0.917,1397.893,4,A,1620.442,1767.8,-123.902,4.0
gold cup,2025,El Salvador,Round of 16,1518.13,12,0.708,0.667,1.5,0.833,1440.748,4,D,1592.845,1786.78,-74.715,3.0
gold cup,2025,Guadeloupe,Round of 16,1546.59,12,0.708,1.167,1.667,0.5,1445.378,4,C,1617.03,1714.27,-70.44,4.0
gold cup,2025,Haiti,Round of 16,1643.08,12,0.833,2.417,3.5,1.083,1406.602,4,B,1623.815,1674.21,19.265,2.0
gold cup,2025,Jamaica,Round of 16,1631.64,12,0.625,0.417,1.417,1.0,1556.637,4,C,1617.03,1714.27,14.61,2.0
gold cup,2025,Suriname,Round of 16,1540.12,12,0.667,1.167,2.0,0.833,1509.512,4,A,1620.442,1767.8,-80.322,3.0
gold cup,2025,Trinidad and Tobago,Round of 16,1548.25,12,0.5,0.25,1.917,1.667,1503.155,4,B,1623.815,1674.21,-75.565,4.0
