date,home_team,away_team,home_score,away_score,tournament,home_elo_pre,away_elo_pre,home_elo_post,away_elo_post
2000-01-04,Egypt,Togo,2,1,Friendly,1500.0,1500.0,1510.8,1489.2
2000-01-07,Tunisia,Togo,7,0,Friendly,1500.0,1489.2,1510.37,1478.83
2000-01-08,Trinidad and Tobago,Canada,0,0,Friendly,1500.0,1500.0,1495.8,1504.2
2000-01-09,Burkina Faso,Gabon,1,1,Friendly,1500.0,1500.0,1495.8,1504.2
2000-01-09,Guatemala,Armenia,1,1,Friendly,1500.0,1500.0,1495.8,1504.2
2000-01-09,Ivory Coast,Egypt,2,0,Friendly,1500.0,1510.8,1511.23,1499.57
2000-01-09,Mexico,Iran,2,1,Friendly,1500.0,1500.0,1510.8,1489.2
2000-01-11,Bermuda,Canada,0,2,Friendly,1500.0,1504.2,1480.97,1523.24
2000-01-11,Burkina Faso,Cameroon,2,2,Friendly,1495.8,1500.0,1491.76,1504.03
2000-01-13,Senegal,Cameroon,0,0,Friendly,1500.0,1504.03,1495.96,1508.08
2000-01-14,China PR,New Zealand,1,0,Friendly,1500.0,1500.0,1510.8,1489.2
2000-01-16,Jamaica,New Zealand,2,1,Friendly,1500.0,1489.2,1510.37,1478.83
2000-01-16,United States,Iran,1,1,Friendly,1500.0,1489.2,1495.37,1493.83
2000-01-18,Ghana,Tunisia,2,0,Friendly,1500.0,1510.37,1511.21,1499.16
2000-01-18,Morocco,Trinidad and Tobago,1,0,Friendly,1500.0,1495.8,1510.63,1485.17
2000-01-19,Panama,Guatemala,2,0,Friendly,1500.0,1495.8,1510.63,1485.17
2000-01-19,Togo,Egypt,1,0,Friendly,1478.83,1499.57,1490.47,1487.93
2000-01-20,Burkina Faso,Algeria,1,0,Friendly,1491.76,1500.0,1502.89,1488.87
2000-01-20,Malta,Qatar,2,0,Friendly,1500.0,1500.0,1510.8,1489.2
2000-01-21,New Zealand,South Korea,0,1,Friendly,1478.83,1500.0,1460.48,1518.35
2000-01-22,Ghana,Cameroon,1,1,African Cup of Nations,1511.21,1508.08,1506.89,1512.4
2000-01-23,New Zealand,South Korea,0,0,Friendly,1460.48,1518.35,1458.67,1520.16
2000-01-23,China PR,Philippines,8,0,AFC Asian Cup qualification,1510.8,1500.0,1521.17,1489.63
2000-01-23,Egypt,Zambia,2,0,African Cup of Nations,1487.93,1500.0,1499.21,1488.72
2000-01-23,South Africa,Gabon,3,1,African Cup of Nations,1500.0,1504.2,1510.97,1493.24
2000-01-23,Vietnam,Guam,11,0,AFC Asian Cup qualification,1500.0,1500.0,1510.8,1489.2
2000-01-23,Nigeria,Tunisia,4,2,African Cup of Nations,1500.0,1499.16,1510.76,1488.39
2000-01-24,DR Congo,Algeria,0,0,African Cup of Nations,1500.0,1488.87,1495.36,1493.51
2000-01-24,Ivory Coast,Togo,1,1,African Cup of Nations,1511.23,1490.47,1506.22,1495.48
2000-01-24,Qatar,Bosnia and Herzegovina,2,0,Friendly,1489.2,1500.0,1500.43,1488.77
2000-01-25,Burkina Faso,Senegal,1,3,African Cup of Nations,1502.89,1495.96,1483.42,1515.44
2000-01-25,Morocco,Congo,1,0,African Cup of Nations,1510.63,1500.0,1521.01,1489.62
2000-01-26,Guatemala,Panama,1,1,Friendly,1485.17,1510.63,1482.0,1513.8
2000-01-26,China PR,Guam,19,0,AFC Asian Cup qualification,1521.17,1489.2,1530.73,1479.64
2000-01-26,Costa Rica,Trinidad and Tobago,2,1,Friendly,1500.0,1485.17,1510.22,1474.95
2000-01-26,Uganda,Libya,3,2,Friendly,1500.0,1500.0,1510.8,1489.2
2000-01-26,Vietnam,Philippines,3,0,AFC Asian Cup qualification,1510.8,1489.63,1520.77,1479.66
2000-01-26,Spain,Poland,3,0,Friendly,1500.0,1500.0,1510.8,1489.2
2000-01-27,Ghana,Togo,2,0,African Cup of Nations,1506.89,1495.48,1517.24,1485.13
2000-01-27,South Africa,DR Congo,1,0,African Cup of Nations,1510.97,1495.36,1521.15,1485.17
2000-01-28,Cameroon,Ivory Coast,3,0,African Cup of Nations,1512.4,1506.22,1522.95,1495.66
2000-01-28,Egypt,Senegal,1,0,African Cup of Nations,1499.21,1515.44,1510.66,1503.98
2000-01-28,Nigeria,Congo,0,0,African Cup of Nations,1510.76,1489.62,1505.74,1494.65
2000-01-28,United States Virgin Islands,Saint Lucia,0,9,Friendly,1500.0,1500.0,1480.8,1519.2
2000-01-29,Philippines,Guam,2,0,AFC Asian Cup qualification,1479.66,1479.64,1490.45,1468.84
2000-01-29,Chile,United States,1,2,Friendly,1500.0,1495.37,1480.61,1514.76
2000-01-29,Algeria,Gabon,3,1,African Cup of Nations,1493.51,1493.24,1504.3,1482.45
2000-01-29,Tunisia,Morocco,0,0,African Cup of Nations,1488.39,1521.01,1485.52,1523.88
2000-01-29,Zambia,Burkina Faso,1,1,African Cup of Nations,1488.72,1483.42,1484.31,1487.83
2000-01-29,Vietnam,China PR,0,2,AFC Asian Cup qualification,1520.77,1530.73,1501.97,1549.53
2000-01-30,United States Virgin Islands,Saint Lucia,0,2,Friendly,1480.8,1519.2,1463.17,1536.83
2000-01-31,Cameroon,Togo,0,1,African Cup of Nations,1522.95,1485.13,1502.3,1505.79
2000-01-31,Faroe Islands,Finland,0,1,Nordic Championship,1500.0,1500.0,1480.8,1519.2
2000-01-31,Ghana,Ivory Coast,0,2,African Cup of Nations,1517.24,1495.66,1497.19,1515.71
2000-01-31,Iceland,Norway,0,0,Nordic Championship,1500.0,1500.0,1495.8,1504.2
2000-01-31,Kuwait,Syria,4,0,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-01,Egypt,Burkina Faso,4,2,African Cup of Nations,1510.66,1487.83,1520.57,1477.92
2000-02-01,Zambia,Senegal,2,2,African Cup of Nations,1484.31,1503.98,1480.9,1507.39
2000-02-01,British Virgin Islands,Saint Lucia,2,3,Friendly,1500.0,1536.83,1482.3,1554.53
2000-02-02,Cyprus,Lithuania,2,1,Cyprus International Tournament,1500.0,1500.0,1510.8,1489.2
2000-02-02,DR Congo,Gabon,0,0,African Cup of Nations,1485.17,1482.45,1480.86,1486.76
2000-02-02,Costa Rica,Chile,1,0,Friendly,1510.22,1480.61,1519.87,1470.96
2000-02-02,Armenia,Moldova,2,1,Cyprus International Tournament,1504.2,1500.0,1514.83,1489.37
2000-02-02,Saint Kitts and Nevis,Saint Lucia,0,1,Friendly,1500.0,1554.53,1483.05,1571.48
2000-02-02,Romania,Latvia,2,0,Cyprus International Tournament,1500.0,1500.0,1510.8,1489.2
2000-02-02,South Africa,Algeria,1,1,African Cup of Nations,1521.15,1504.3,1516.29,1509.16
2000-02-02,Finland,Iceland,0,1,Nordic Championship,1519.2,1495.8,1499.09,1515.91
2000-02-03,Nigeria,Morocco,2,0,African Cup of Nations,1505.74,1523.88,1517.27,1512.35
2000-02-03,Tunisia,Congo,1,0,African Cup of Nations,1485.52,1494.65,1496.68,1483.49
2000-02-04,Cyprus,Armenia,3,2,Cyprus International Tournament,1510.8,1514.83,1521.76,1503.87
2000-02-04,Kuwait,Iran,1,1,Friendly,1510.8,1493.83,1505.93,1498.7
2000-02-04,Faroe Islands,Iceland,2,3,Nordic Championship,1480.8,1515.91,1463.03,1533.68
2000-02-04,Romania,Georgia,1,1,Cyprus International Tournament,1510.8,1500.0,1506.17,1504.63
2000-02-04,Norway,Sweden,1,1,Nordic Championship,1504.2,1500.0,1499.83,1504.37
2000-02-04,Moldova,Lithuania,2,1,Cyprus International Tournament,1489.37,1489.2,1500.16,1478.41
2000-02-05,Guatemala,Chile,2,1,Friendly,1482.0,1470.96,1492.36,1460.6
2000-02-05,Japan,Mexico,0,1,Lunar New Year Cup,1500.0,1510.8,1481.23,1529.57
2000-02-06,Albania,Andorra,3,0,Malta International Tournament,1500.0,1500.0,1510.8,1489.2
2000-02-06,Cameroon,Algeria,2,1,African Cup of Nations,1502.3,1509.16,1513.37,1498.09
2000-02-06,Cayman Islands,Jamaica,0,0,Friendly,1500.0,1510.37,1496.21,1514.16
2000-02-06,Cyprus,Romania,3,2,Cyprus International Tournament,1521.76,1506.17,1531.94,1495.98
2000-02-06,Georgia,Armenia,2,1,Cyprus International Tournament,1504.63,1503.87,1515.4,1493.11
2000-02-06,Ghana,South Africa,0,1,African Cup of Nations,1497.19,1516.29,1478.76,1534.72
2000-02-06,Latvia,Lithuania,1,2,Cyprus International Tournament,1489.2,1478.41,1469.57,1498.04
2000-02-06,Malta,Azerbaijan,3,0,Malta International Tournament,1510.8,1500.0,1521.17,1489.63
2000-02-07,Nigeria,Senegal,2,1,African Cup of Nations,1517.27,1507.39,1527.67,1496.98
2000-02-07,Singapore,Malaysia,3,1,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-07,Egypt,Tunisia,0,1,African Cup of Nations,1520.57,1496.68,1500.44,1516.82
2000-02-08,Albania,Azerbaijan,1,0,Malta International Tournament,1510.8,1489.63,1520.77,1479.66
2000-02-08,Malta,Andorra,1,1,Malta International Tournament,1521.17,1489.2,1515.73,1494.64
2000-02-08,Mexico,Czech Republic,1,2,Lunar New Year Cup,1529.57,1500.0,1509.22,1520.35
2000-02-08,Syria,North Korea,5,1,Friendly,1489.2,1500.0,1500.43,1488.77
2000-02-09,Bulgaria,Slovakia,1,0,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-09,Cayman Islands,Jamaica,0,1,Friendly,1496.21,1514.16,1477.74,1532.64
2000-02-09,Chile,Australia,2,1,Friendly,1460.6,1500.0,1473.01,1487.59
2000-02-09,Honduras,El Salvador,5,1,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-10,Cameroon,Tunisia,3,0,African Cup of Nations,1513.37,1516.82,1524.31,1505.88
2000-02-10,Andorra,Azerbaijan,0,0,Malta International Tournament,1494.64,1479.66,1489.85,1484.45
2000-02-10,Kuwait,Turkmenistan,6,1,AFC Asian Cup qualification,1505.93,1500.0,1516.49,1489.44
2000-02-10,Malta,Albania,0,1,Malta International Tournament,1515.73,1520.77,1496.73,1539.77
2000-02-10,Hong Kong,Singapore,0,0,Friendly,1500.0,1510.8,1496.23,1514.57
2000-02-10,Nigeria,South Africa,2,0,African Cup of Nations,1527.67,1534.72,1538.75,1523.64
2000-02-10,Nepal,Yemen,0,3,AFC Asian Cup qualification,1500.0,1500.0,1480.8,1519.2
2000-02-12,Australia,Slovakia,0,0,Friendly,1487.59,1489.2,1483.45,1493.34
2000-02-12,Chile,Bulgaria,3,2,Friendly,1473.01,1510.8,1485.35,1498.46
2000-02-12,Colombia,Jamaica,1,0,Gold Cup,1500.0,1532.64,1512.13,1520.51
2000-02-12,Nepal,Bhutan,3,0,AFC Asian Cup qualification,1480.8,1500.0,1492.37,1488.43
2000-02-12,South Africa,Tunisia,2,2,African Cup of Nations,1523.64,1505.88,1518.74,1510.78
2000-02-12,United States,Haiti,3,0,Gold Cup,1514.76,1500.0,1524.98,1489.78
2000-02-12,Yemen,Turkmenistan,0,1,AFC Asian Cup qualification,1519.2,1489.44,1498.85,1509.79
2000-02-13,Mexico,Trinidad and Tobago,4,0,Gold Cup,1509.22,1474.95,1518.69,1465.48
2000-02-13,Costa Rica,Canada,2,2,Gold Cup,1519.87,1523.24,1515.8,1527.3
2000-02-13,Macau,Brunei,1,0,AFC Asian Cup qualification,1500.0,1500.0,1510.8,1489.2
2000-02-13,Singapore,Japan,0,3,AFC Asian Cup qualification,1514.57,1481.23,1494.08,1501.72
2000-02-13,Nigeria,Cameroon,2,2,African Cup of Nations,1538.75,1524.31,1533.98,1529.08
2000-02-13,Syria,North Korea,0,0,Friendly,1500.43,1488.77,1495.77,1493.43
2000-02-13,Dominican Republic,British Virgin Islands,1,0,Friendly,1500.0,1482.3,1510.1,1472.2
2000-02-14,Haiti,Peru,1,1,Gold Cup,1489.78,1500.0,1485.99,1503.79
2000-02-14,Jamaica,Honduras,0,2,Gold Cup,1520.51,1510.8,1500.92,1530.38
2000-02-14,Kuwait,Bhutan,20,0,AFC Asian Cup qualification,1516.49,1488.43,1526.2,1478.72
2000-02-14,Turkmenistan,Nepal,5,0,AFC Asian Cup qualification,1509.79,1492.37,1519.91,1482.26
2000-02-15,Australia,Bulgaria,1,1,Friendly,1483.45,1498.46,1479.85,1502.05
2000-02-15,Canada,South Korea,0,0,Gold Cup,1527.3,1520.16,1522.82,1524.64
2000-02-15,Chile,Slovakia,0,2,Friendly,1485.35,1493.34,1466.47,1512.22
2000-02-15,Malaysia,Maldives,2,0,Friendly,1489.2,1500.0,1500.43,1488.77
2000-02-15,Trinidad and Tobago,Guatemala,4,2,Gold Cup,1465.48,1492.36,1477.36,1480.47
2000-02-16,Bhutan,Turkmenistan,0,8,AFC Asian Cup qualification,1478.72,1519.91,1461.2,1537.42
2000-02-16,Honduras,Colombia,2,0,Gold Cup,1530.38,1512.13,1540.47,1502.04
2000-02-16,Japan,Brunei,9,0,AFC Asian Cup qualification,1501.72,1489.2,1512.03,1478.9
2000-02-16,Kuwait,Yemen,2,0,AFC Asian Cup qualification,1526.2,1498.85,1535.94,1489.11
2000-02-16,Lebanon,North Korea,1,0,Friendly,1500.0,1493.43,1510.54,1482.89
2000-02-16,Macau,Singapore,0,1,AFC Asian Cup qualification,1510.8,1494.08,1490.94,1513.93
2000-02-16,Panama,El Salvador,4,1,Friendly,1513.8,1489.2,1523.64,1479.36
2000-02-16,United States,Peru,1,0,Gold Cup,1524.98,1503.79,1534.95,1493.82
2000-02-17,Barbados,Saint Kitts and Nevis,1,0,Friendly,1500.0,1483.05,1510.13,1472.91
2000-02-17,South Korea,Costa Rica,2,2,Gold Cup,1524.64,1515.8,1520.09,1520.35
2000-02-17,Malaysia,Maldives,3,0,Friendly,1500.43,1488.77,1510.77,1478.43
2000-02-17,Mexico,Guatemala,1,1,Gold Cup,1518.69,1480.47,1513.02,1486.14
2000-02-18,Kuwait,Nepal,5,0,AFC Asian Cup qualification,1535.94,1482.26,1544.7,1473.49
2000-02-18,Yemen,Bhutan,11,2,AFC Asian Cup qualification,1489.11,1461.2,1498.83,1451.49
2000-02-19,Dominica,Antigua and Barbuda,2,0,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-19,Honduras,Peru,3,5,Gold Cup,1540.47,1493.82,1519.49,1514.8
2000-02-19,Oman,Switzerland,1,4,Friendly,1500.0,1500.0,1480.8,1519.2
2000-02-19,United Arab Emirates,Slovenia,1,1,Friendly,1500.0,1500.0,1495.8,1504.2
2000-02-19,United States,Colombia,2,2,Gold Cup,1534.95,1502.04,1529.47,1507.52
2000-02-20,Macau,Japan,0,3,AFC Asian Cup qualification,1490.94,1512.03,1472.59,1530.38
2000-02-20,Costa Rica,Trinidad and Tobago,1,2,Gold Cup,1520.35,1477.36,1499.5,1498.21
2000-02-20,Lesotho,Eswatini,1,0,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-20,Mexico,Canada,1,2,Gold Cup,1513.02,1522.82,1494.21,1541.63
2000-02-20,Thailand,Finland,0,0,King's Cup,1500.0,1499.09,1495.76,1503.33
2000-02-20,Kernow,Guernsey,1,2,Friendly,1500.0,1500.0,1480.8,1519.2
2000-02-20,Singapore,Brunei,1,0,AFC Asian Cup qualification,1513.93,1478.9,1523.38,1469.45
2000-02-21,Oman,United Arab Emirates,0,1,Friendly,1480.8,1495.8,1462.2,1514.4
2000-02-23,Israel,Russia,4,1,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-23,Belgium,Portugal,1,1,Friendly,1500.0,1500.0,1495.8,1504.2
2000-02-23,Colombia,Peru,2,1,Gold Cup,1507.52,1514.8,1518.61,1503.71
2000-02-23,England,Argentina,0,0,Friendly,1500.0,1500.0,1495.8,1504.2
2000-02-23,Estonia,Finland,2,4,King's Cup,1500.0,1503.33,1480.93,1522.39
2000-02-23,France,Poland,1,0,Friendly,1500.0,1489.2,1510.37,1478.83
2000-02-23,Greece,Austria,4,1,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-23,Hungary,Australia,0,3,Friendly,1500.0,1479.85,1480.01,1499.84
2000-02-23,Republic of Ireland,Czech Republic,3,2,Friendly,1500.0,1520.35,1511.62,1508.73
2000-02-23,Croatia,Spain,0,0,Friendly,1500.0,1510.8,1496.23,1514.57
2000-02-23,Italy,Sweden,1,0,Friendly,1500.0,1504.37,1510.97,1493.4
2000-02-23,Lebanon,Jordan,1,1,Friendly,1510.54,1500.0,1505.92,1504.62
2000-02-23,Luxembourg,Northern Ireland,1,3,Friendly,1500.0,1500.0,1480.8,1519.2
2000-02-23,North Macedonia,Serbia,1,2,Friendly,1500.0,1500.0,1480.8,1519.2
2000-02-23,Netherlands,Germany,2,1,Friendly,1500.0,1500.0,1510.8,1489.2
2000-02-23,Oman,Slovenia,0,4,Friendly,1462.2,1504.2,1444.72,1521.68
2000-02-23,Thailand,Brazil,0,7,King's Cup,1495.76,1500.0,1476.73,1519.03
2000-02-23,Turkey,Norway,0,2,Friendly,1500.0,1499.83,1480.79,1519.04
2000-02-23,United Arab Emirates,Switzerland,1,0,Friendly,1514.4,1519.2,1525.39,1508.21
2000-02-23,Qatar,Wales,0,1,Friendly,1500.43,1500.0,1481.21,1519.22
2000-02-24,Trinidad and Tobago,Canada,0,1,Gold Cup,1498.21,1541.63,1480.79,1559.05
2000-02-25,British Virgin Islands,Anguilla,3,4,Friendly,1472.2,1500.0,1454.13,1518.07
2000-02-25,Thailand,Estonia,2,1,King's Cup,1476.73,1480.93,1487.69,1469.96
2000-02-27,British Virgin Islands,Anguilla,5,0,Friendly,1454.13,1518.07,1467.57,1504.62
2000-02-27,Botswana,Lesotho,1,0,Friendly,1500.0,1510.8,1511.23,1499.57
2000-02-27,Thailand,Finland,5,1,King's Cup,1487.69,1522.39,1499.91,1510.18
2000-02-27,Canada,Colombia,2,0,Gold Cup,1559.05,1518.61,1568.3,1509.36
2000-02-29,Barbados,Antigua and Barbuda,2,2,Friendly,1510.13,1489.2,1505.11,1494.22
2000-02-29,El Salvador,Panama,3,1,Friendly,1479.36,1523.64,1491.98,1511.03
2000-02-29,Uzbekistan,Mongolia,8,1,Friendly,1500.0,1500.0,1510.8,1489.2
2000-03-01,Zambia,Lesotho,2,0,Friendly,1480.9,1499.57,1492.45,1488.02
2000-03-04,Honduras,Nicaragua,3,0,FIFA World Cup qualification,1519.49,1500.0,1529.52,1489.96
2000-03-04,Trinidad and Tobago,Curaçao,5,0,FIFA World Cup qualification,1480.79,1500.0,1492.36,1488.43
2000-03-05,Bolivia,Haiti,9,2,Friendly,1500.0,1485.99,1510.25,1475.74
2000-03-05,Anguilla,Bahamas,1,3,FIFA World Cup qualification,1504.62,1500.0,1485.24,1519.39
2000-03-05,Barbados,Grenada,2,2,FIFA World Cup qualification,1505.11,1500.0,1500.71,1504.4
2000-03-05,British Virgin Islands,Bermuda,1,5,FIFA World Cup qualification,1467.57,1480.97,1448.91,1499.63
2000-03-05,Cuba,Cayman Islands,4,0,FIFA World Cup qualification,1500.0,1477.74,1509.93,1467.81
2000-03-05,Dominican Republic,Montserrat,3,0,FIFA World Cup qualification,1510.1,1500.0,1520.5,1489.6
2000-03-05,Ethiopia,Sudan,1,0,Friendly,1500.0,1500.0,1510.8,1489.2
2000-03-05,Saint Lucia,Suriname,1,0,FIFA World Cup qualification,1571.48,1500.0,1579.63,1491.86
2000-03-05,El Salvador,Belize,5,0,FIFA World Cup qualification,1491.98,1500.0,1503.1,1488.88
2000-03-05,Saint Vincent and the Grenadines,United States Virgin Islands,9,0,FIFA World Cup qualification,1500.0,1463.17,1509.38,1453.79
2000-03-05,Zimbabwe,Lesotho,2,1,COSAFA Cup,1500.0,1488.02,1510.33,1477.69
2000-03-06,Syria,Jordan,0,0,Friendly,1495.77,1504.62,1491.92,1508.47
2000-03-08,Ecuador,Honduras,1,3,Friendly,1500.0,1529.52,1482.0,1547.52
2000-03-08,Jordan,Lebanon,1,1,Friendly,1508.47,1505.92,1504.16,1510.22
2000-03-09,Cuba,Nicaragua,4,0,Friendly,1509.93,1489.96,1519.95,1479.95
2000-03-10,Qatar,Sudan,3,0,Friendly,1481.21,1489.2,1492.33,1478.08
2000-03-11,Aruba,Puerto Rico,4,2,FIFA World Cup qualification,1500.0,1500.0,1510.8,1489.2
2000-03-11,Haiti,Dominica,4,0,FIFA World Cup qualification,1475.74,1510.8,1487.97,1498.57
2000-03-11,Jordan,Bosnia and Herzegovina,0,0,Friendly,1504.16,1488.77,1499.36,1493.58
2000-03-12,United States,Tunisia,1,1,Friendly,1529.47,1510.78,1524.54,1515.71
2000-03-12,Zambia,Malawi,1,1,Friendly,1492.45,1500.0,1488.55,1503.9
2000-03-13,Jordan,Syria,0,0,Friendly,1499.36,1491.92,1494.86,1496.42
2000-03-13,Zambia,Malawi,0,1,Friendly,1488.55,1503.9,1469.97,1522.48
2000-03-15,Japan,China PR,0,0,Friendly,1530.38,1549.53,1526.95,1552.96
2000-03-15,Jordan,Bosnia and Herzegovina,1,2,Friendly,1494.86,1493.58,1475.61,1512.83
2000-03-16,Venezuela,Bolivia,0,0,Friendly,1500.0,1510.25,1496.21,1514.04
2000-03-17,Jordan,Syria,0,0,Friendly,1475.61,1496.42,1472.25,1499.78
2000-03-18,Curaçao,Trinidad and Tobago,1,1,FIFA World Cup qualification,1488.43,1492.36,1484.38,1496.41
2000-03-18,Grenada,Barbados,2,3,FIFA World Cup qualification,1504.4,1500.71,1485.06,1520.06
2000-03-18,Puerto Rico,Aruba,2,2,FIFA World Cup qualification,1489.2,1510.8,1485.87,1514.13
2000-03-18,Saint Kitts and Nevis,Turks and Caicos Islands,8,0,FIFA World Cup qualification,1472.91,1500.0,1484.81,1488.1
2000-03-19,Cayman Islands,Cuba,0,0,FIFA World Cup qualification,1467.81,1519.95,1465.75,1522.0
2000-03-19,Bahamas,Anguilla,2,1,FIFA World Cup qualification,1519.39,1485.24,1528.87,1475.76
2000-03-19,Belize,Guatemala,1,2,FIFA World Cup qualification,1488.88,1486.14,1469.57,1505.45
2000-03-19,Bermuda,British Virgin Islands,9,0,FIFA World Cup qualification,1499.63,1448.91,1508.5,1440.04
2000-03-19,Botswana,Eswatini,3,0,Friendly,1511.23,1489.2,1521.17,1479.26
2000-03-19,Montserrat,Dominican Republic,1,3,FIFA World Cup qualification,1489.6,1520.5,1471.66,1538.45
2000-03-19,Nicaragua,Panama,0,2,FIFA World Cup qualification,1479.95,1511.03,1462.01,1528.96
2000-03-19,Suriname,Saint Lucia,1,0,FIFA World Cup qualification,1491.86,1579.63,1506.33,1565.16
2000-03-19,United States Virgin Islands,Saint Vincent and the Grenadines,1,5,FIFA World Cup qualification,1453.79,1509.38,1436.88,1526.29
2000-03-19,Dominica,Haiti,1,3,FIFA World Cup qualification,1498.57,1487.97,1478.95,1507.59
2000-03-20,Bahrain,Kazakhstan,0,1,Friendly,1500.0,1500.0,1480.8,1519.2
2000-03-21,Namibia,Zimbabwe,2,1,Friendly,1500.0,1510.33,1511.21,1499.11
2000-03-21,Saint Kitts and Nevis,Turks and Caicos Islands,6,0,FIFA World Cup qualification,1484.81,1488.1,1495.74,1477.17
2000-03-22,Bahrain,Qatar,1,0,Friendly,1480.8,1492.33,1492.06,1481.07
2000-03-22,Chile,Honduras,5,2,Friendly,1466.47,1547.52,1480.65,1533.34
2000-03-22,Cyprus,Iran,0,0,Friendly,1531.94,1498.7,1526.46,1504.18
2000-03-24,Gambia,Mauritania,0,0,Friendly,1500.0,1500.0,1495.8,1504.2
2000-03-25,Bahrain,Jordan,1,1,Friendly,1492.06,1472.25,1487.08,1477.22
2000-03-25,Malaysia,Taiwan,3,0,AFC Asian Cup qualification,1510.77,1500.0,1521.15,1489.63
2000-03-25,Tanzania,Malawi,1,1,Friendly,1500.0,1522.48,1496.71,1525.78
2000-03-25,Thailand,North Korea,0,0,AFC Asian Cup qualification,1499.91,1482.89,1495.04,1487.76
2000-03-25,Zambia,Botswana,3,0,COSAFA Cup,1469.97,1521.17,1482.87,1508.26
2000-03-25,Alderney,Jersey,0,10,Muratti Vase,1500.0,1500.0,1480.8,1519.2
2000-03-26,Tanzania,Malawi,4,3,Friendly,1496.71,1525.78,1508.69,1513.8
2000-03-27,Malaysia,North Korea,1,1,AFC Asian Cup qualification,1521.15,1487.76,1515.65,1493.25
2000-03-27,Thailand,Taiwan,2,0,AFC Asian Cup qualification,1495.04,1489.63,1505.62,1479.04
2000-03-28,Colombia,Brazil,0,0,FIFA World Cup qualification,1509.36,1519.03,1505.55,1522.85
2000-03-28,El Salvador,Haiti,3,1,Friendly,1503.1,1507.59,1514.07,1496.61
2000-03-28,Malta,Northern Ireland,0,3,Friendly,1496.73,1519.2,1478.44,1537.49
2000-03-28,Serbia,China PR,1,0,Friendly,1519.2,1552.96,1531.38,1540.79
2000-03-29,Greece,Romania,2,0,Friendly,1510.8,1495.98,1521.01,1485.77
2000-03-29,Argentina,Chile,4,1,FIFA World Cup qualification,1504.2,1480.65,1514.08,1470.77
2000-03-29,Austria,Sweden,1,1,Friendly,1489.2,1493.4,1485.17,1497.43
2000-03-29,Belgium,Netherlands,2,2,Friendly,1495.8,1510.8,1492.2,1514.4
2000-03-29,Bosnia and Herzegovina,North Macedonia,1,0,Friendly,1512.83,1480.8,1522.39,1471.24
2000-03-29,Bulgaria,Belarus,4,1,Friendly,1502.05,1500.0,1512.77,1489.28
2000-03-29,Croatia,Germany,1,1,Friendly,1496.23,1489.2,1491.75,1493.68
2000-03-29,Czech Republic,Australia,3,1,Friendly,1508.73,1499.84,1519.18,1489.4
2000-03-29,Ecuador,Venezuela,2,0,FIFA World Cup qualification,1482.0,1496.21,1493.37,1484.84
2000-03-29,Hungary,Poland,0,0,Friendly,1480.01,1478.83,1475.76,1483.08
2000-03-29,Malaysia,Thailand,3,2,AFC Asian Cup qualification,1515.65,1505.62,1526.06,1495.22
2000-03-29,Peru,Paraguay,2,0,FIFA World Cup qualification,1503.71,1500.0,1514.36,1489.35
2000-03-29,Portugal,Denmark,2,1,Friendly,1504.2,1500.0,1514.83,1489.37
2000-03-29,Scotland,France,0,2,Friendly,1500.0,1510.37,1481.21,1529.16
2000-03-29,Spain,Italy,2,0,Friendly,1514.57,1510.97,1525.22,1500.32
2000-03-29,Switzerland,Norway,2,2,Friendly,1508.21,1519.04,1504.44,1522.81
2000-03-29,Uruguay,Bolivia,1,0,FIFA World Cup qualification,1500.0,1514.04,1511.36,1502.68
2000-03-29,Wales,Finland,1,2,Friendly,1519.22,1510.18,1499.66,1529.74
2000-03-29,Israel,Georgia,1,1,Friendly,1510.8,1515.4,1506.78,1519.41
2000-03-31,Jordan,Kazakhstan,0,1,AFC Asian Cup qualification,1477.22,1519.2,1459.74,1536.68
2000-03-31,Qatar,Palestine,1,0,AFC Asian Cup qualification,1481.07,1500.0,1492.63,1488.44
2000-03-31,Gambia,Mauritania,0,0,Friendly,1495.8,1504.2,1491.93,1508.07
2000-03-31,Syria,Bahrain,1,0,AFC Asian Cup qualification,1499.78,1487.08,1510.08,1476.78
2000-03-31,Maldives,Iran,0,8,AFC Asian Cup qualification,1478.43,1504.18,1460.27,1522.34
2000-04-01,Aruba,Barbados,1,3,FIFA World Cup qualification,1514.13,1520.06,1495.16,1539.02
2000-04-01,Haiti,Bahamas,9,0,FIFA World Cup qualification,1496.61,1528.87,1508.72,1516.75
2000-04-01,Zambia,Kenya,1,0,Friendly,1482.87,1500.0,1494.36,1488.51
2000-04-02,Bahrain,Maldives,4,1,AFC Asian Cup qualification,1476.78,1460.27,1486.93,1450.12
2000-04-02,Cuba,Suriname,1,0,FIFA World Cup qualification,1522.0,1506.33,1532.18,1496.15
2000-04-02,Guatemala,El Salvador,0,1,FIFA World Cup qualification,1505.45,1514.07,1486.6,1532.93
