date,home_team,away_team,home_score,away_score,tournament,home_elo_pre,away_elo_pre,home_elo_post,away_elo_post
2016-10-08,Burkina Faso,South Africa,1,1,FIFA World Cup qualification,1526.67,1654.76,1527.88,1653.55
2016-10-08,Azerbaijan,Norway,1,0,FIFA World Cup qualification,1380.15,1536.81,1397.57,1519.38
2016-10-08,Gabon,Morocco,0,0,FIFA World Cup qualification,1515.05,1613.29,1514.97,1613.37
2016-10-08,French Guiana,Saint Kitts and Nevis,1,0,CFU Caribbean Cup qualification,1474.11,1527.02,1487.09,1514.04
2016-10-08,DR Congo,Libya,4,0,FIFA World Cup qualification,1587.39,1578.35,1597.83,1567.91
2016-10-08,Armenia,Romania,0,5,FIFA World Cup qualification,1439.54,1623.25,1428.08,1634.71
2016-10-08,England,Malta,2,0,FIFA World Cup qualification,1834.2,1251.82,1834.78,1251.24
2016-10-08,Germany,Czech Republic,3,0,FIFA World Cup qualification,1830.07,1618.97,1834.36,1614.68
2016-10-08,Solomon Islands,New Caledonia,0,1,Friendly,1468.18,1560.19,1452.83,1575.53
2016-10-08,Mexico,New Zealand,2,1,Friendly,1788.5,1653.36,1794.66,1647.2
2016-10-08,Northern Ireland,San Marino,4,0,FIFA World Cup qualification,1549.14,1054.74,1550.09,1053.8
2016-10-08,Dominican Republic,Martinique,1,2,CFU Caribbean Cup qualification,1447.16,1588.02,1433.91,1601.27
2016-10-08,Scotland,Lithuania,1,1,FIFA World Cup qualification,1665.97,1408.29,1654.36,1419.89
2016-10-08,Senegal,Cape Verde,2,0,FIFA World Cup qualification,1734.86,1571.23,1740.26,1565.84
2016-10-08,Poland,Denmark,3,2,FIFA World Cup qualification,1704.25,1642.62,1712.73,1634.13
2016-10-08,Taiwan,Timor-Leste,2,1,AFC Asian Cup qualification,1295.14,1169.74,1301.58,1163.3
2016-10-08,Montenegro,Kazakhstan,5,0,FIFA World Cup qualification,1511.52,1433.01,1519.42,1425.11
2016-10-08,Slovenia,Slovakia,1,0,FIFA World Cup qualification,1519.45,1674.59,1536.81,1657.23
2016-10-08,Suriname,Guyana,3,2,CFU Caribbean Cup qualification,1502.04,1486.12,1512.21,1475.95
2016-10-09,Indonesia,Vietnam,2,2,Friendly,1436.21,1484.78,1434.0,1486.99
2016-10-09,Albania,Spain,0,2,FIFA World Cup qualification,1558.92,1870.43,1552.06,1877.28
2016-10-09,North Macedonia,Italy,2,3,FIFA World Cup qualification,1393.41,1759.31,1388.07,1764.64
2016-10-09,Cambodia,Sri Lanka,4,0,Friendly,1223.13,1212.0,1233.49,1201.64
2016-10-09,Congo,Egypt,1,2,FIFA World Cup qualification,1545.31,1668.84,1531.32,1682.83
2016-10-09,Finland,Croatia,0,1,FIFA World Cup qualification,1505.62,1764.91,1497.06,1773.48
2016-10-09,Iceland,Turkey,2,0,FIFA World Cup qualification,1620.31,1714.9,1635.08,1700.14
2016-10-09,Israel,Liechtenstein,2,1,FIFA World Cup qualification,1520.09,1187.45,1522.39,1185.15
2016-10-09,Wales,Georgia,1,1,FIFA World Cup qualification,1609.24,1456.2,1599.91,1465.53
2016-10-09,Moldova,Republic of Ireland,1,3,FIFA World Cup qualification,1315.69,1683.99,1310.41,1689.27
2016-10-09,Serbia,Austria,3,2,FIFA World Cup qualification,1639.93,1611.92,1649.64,1602.21
2016-10-09,Togo,Mozambique,2,0,Friendly,1521.75,1480.06,1530.95,1470.86
2016-10-09,Tunisia,Guinea,2,0,FIFA World Cup qualification,1676.98,1647.43,1686.64,1637.78
2016-10-09,Ukraine,Kosovo,3,0,FIFA World Cup qualification,1691.0,1508.33,1695.92,1503.4
2016-10-09,Zambia,Nigeria,1,2,FIFA World Cup qualification,1532.35,1645.94,1517.94,1660.36
2016-10-09,Russia,Costa Rica,3,4,Friendly,1660.93,1734.19,1644.78,1750.34
2016-10-09,Algeria,Cameroon,1,1,FIFA World Cup qualification,1691.87,1689.84,1687.59,1694.12
2016-10-10,Estonia,Greece,0,2,FIFA World Cup qualification,1467.45,1627.74,1455.02,1640.16
2016-10-10,Andorra,Switzerland,1,2,FIFA World Cup qualification,1055.04,1723.87,1053.95,1724.97
2016-10-10,Bhutan,Bangladesh,3,1,AFC Asian Cup qualification,1126.6,1234.02,1141.92,1218.7
2016-10-10,Bosnia and Herzegovina,Cyprus,2,0,FIFA World Cup qualification,1673.15,1348.98,1675.55,1346.58
2016-10-10,Netherlands,France,0,1,FIFA World Cup qualification,1754.53,1849.64,1739.32,1864.85
2016-10-10,Belarus,Luxembourg,1,1,FIFA World Cup qualification,1581.95,1253.56,1569.3,1266.21
2016-10-10,Gibraltar,Belgium,0,6,FIFA World Cup qualification,1385.64,1775.42,1380.88,1780.18
2016-10-10,Latvia,Hungary,0,2,FIFA World Cup qualification,1438.61,1593.32,1425.95,1605.97
2016-10-10,Philippines,North Korea,1,3,Friendly,1466.13,1612.07,1453.1,1625.1
2016-10-10,Sweden,Bulgaria,3,0,FIFA World Cup qualification,1646.81,1539.99,1653.8,1533.0
2016-10-10,Faroe Islands,Portugal,0,6,FIFA World Cup qualification,1293.66,1794.5,1290.95,1797.22
2016-10-11,Kyrgyzstan,Turkmenistan,1,0,Friendly,1402.77,1495.64,1417.46,1480.95
2016-10-11,Laos,Maldives,1,1,AFC Asian Cup qualification,1203.86,1283.9,1203.0,1284.76
2016-10-11,Australia,Japan,1,1,FIFA World Cup qualification,1699.68,1735.08,1696.93,1737.83
2016-10-11,Bolivia,Ecuador,2,2,FIFA World Cup qualification,1500.08,1758.85,1506.49,1752.43
2016-10-11,Chile,Peru,2,1,FIFA World Cup qualification,1846.95,1761.61,1854.63,1753.93
2016-10-11,Colombia,Uruguay,2,2,FIFA World Cup qualification,1848.74,1825.55,1843.63,1830.65
2016-10-11,Germany,Northern Ireland,2,0,FIFA World Cup qualification,1834.36,1550.09,1837.32,1547.13
2016-10-11,Argentina,Paraguay,0,1,FIFA World Cup qualification,1928.45,1681.63,1902.04,1708.04
2016-10-11,Hong Kong,Singapore,2,0,Friendly,1442.27,1386.58,1450.96,1377.89
2016-10-11,Iran,South Korea,1,0,FIFA World Cup qualification,1779.63,1784.76,1790.64,1773.76
2016-10-11,Iraq,Thailand,4,0,FIFA World Cup qualification,1515.05,1530.04,1526.45,1518.64
2016-10-11,Kazakhstan,Romania,0,0,FIFA World Cup qualification,1425.11,1634.71,1429.69,1630.12
2016-10-11,Denmark,Montenegro,0,1,FIFA World Cup qualification,1634.13,1519.42,1610.89,1542.67
2016-10-11,Czech Republic,Azerbaijan,0,0,FIFA World Cup qualification,1614.68,1397.57,1603.84,1408.41
2016-10-11,Lebanon,Equatorial Guinea,1,1,Friendly,1477.1,1431.09,1471.15,1437.05
2016-10-11,Lithuania,Malta,2,0,FIFA World Cup qualification,1419.89,1251.24,1425.16,1245.97
2016-10-11,Venezuela,Brazil,0,2,FIFA World Cup qualification,1631.5,1930.68,1624.27,1937.92
2016-10-11,Puerto Rico,Curaçao,2,4,CFU Caribbean Cup qualification,1369.63,1419.46,1352.48,1436.61
2016-10-11,Mexico,Panama,1,0,Friendly,1794.66,1665.92,1801.0,1659.58
2016-10-11,Morocco,Canada,4,0,Friendly,1613.37,1553.17,1621.91,1544.64
2016-10-11,Norway,San Marino,4,1,FIFA World Cup qualification,1519.38,1053.8,1520.5,1052.68
2016-10-11,Oman,Bahrain,2,2,Friendly,1554.75,1552.12,1550.45,1556.43
2016-10-11,Poland,Armenia,2,1,FIFA World Cup qualification,1712.73,1428.08,1715.69,1425.13
2016-10-11,Malaysia,Afghanistan,1,1,Friendly,1396.36,1416.11,1392.95,1419.52
2016-10-11,Qatar,Syria,1,0,FIFA World Cup qualification,1609.54,1627.85,1621.08,1616.32
2016-10-11,Slovakia,Scotland,3,0,FIFA World Cup qualification,1657.23,1654.36,1667.92,1643.68
2016-10-11,Slovenia,England,0,0,FIFA World Cup qualification,1536.81,1834.78,1544.54,1827.05
2016-10-11,South Africa,Ghana,1,1,Friendly,1653.55,1654.25,1649.37,1658.43
2016-10-11,Uzbekistan,China PR,2,0,FIFA World Cup qualification,1683.77,1582.66,1690.94,1575.48
2016-10-11,Saudi Arabia,United Arab Emirates,3,0,FIFA World Cup qualification,1632.12,1631.02,1642.88,1620.26
2016-10-15,Brunei,Timor-Leste,2,1,AFF Championship qualification,1242.95,1163.3,1250.82,1155.43
2016-10-15,Cambodia,Laos,2,1,AFF Championship qualification,1233.49,1203.0,1243.1,1193.39
2016-10-18,Cambodia,Brunei,3,0,AFF Championship qualification,1243.1,1250.82,1254.21,1239.71
2016-10-18,Timor-Leste,Laos,1,2,AFF Championship qualification,1155.43,1193.39,1137.78,1211.04
2016-10-21,Cambodia,Timor-Leste,3,2,AFF Championship qualification,1254.21,1137.78,1260.91,1131.08
2016-10-21,Laos,Brunei,4,3,AFF Championship qualification,1211.04,1239.71,1223.0,1227.75
2016-11-02,Brunei,Timor-Leste,4,0,AFC Challenge Cup,1227.75,1131.08,1235.06,1123.76
2016-11-03,Macau,Mongolia,2,1,AFC Challenge Cup,1218.06,1343.54,1234.16,1327.44
2016-11-03,Sri Lanka,Laos,1,2,AFC Challenge Cup,1201.64,1223.0,1183.31,1241.34
2016-11-04,Myanmar,Indonesia,0,0,Friendly,1364.31,1434.0,1363.0,1435.31
2016-11-05,Timor-Leste,Nepal,0,0,AFC Challenge Cup,1123.76,1271.82,1125.83,1269.76
2016-11-05,Zimbabwe,Zambia,1,0,Friendly,1532.02,1517.94,1542.26,1507.69
2016-11-06,Hong Kong,Guam,3,2,EAFF Championship,1450.96,1330.14,1457.54,1323.57
2016-11-06,Jordan,Iraq,0,0,Friendly,1575.21,1526.45,1569.15,1532.51
2016-11-06,North Korea,Taiwan,2,0,EAFF Championship,1625.1,1301.58,1627.51,1299.17
2016-11-06,Laos,Macau,1,4,AFC Challenge Cup,1241.34,1234.16,1221.85,1253.65
2016-11-06,Mongolia,Sri Lanka,2,0,AFC Challenge Cup,1327.44,1183.31,1333.35,1177.4
2016-11-07,Tahiti,Solomon Islands,3,0,FIFA World Cup qualification,1506.85,1452.83,1515.61,1444.08
2016-11-08,Nepal,Brunei,3,0,AFC Challenge Cup,1269.76,1235.06,1279.22,1225.6
2016-11-08,Uganda,Zambia,0,1,Friendly,1585.3,1507.69,1563.24,1529.76
2016-11-08,Vietnam,Indonesia,3,2,Friendly,1486.99,1435.31,1495.83,1426.47
2016-11-09,Netherlands,Belgium,1,1,Friendly,1739.32,1780.18,1736.79,1782.71
2016-11-09,Greece,Belarus,0,1,Friendly,1640.16,1569.3,1618.33,1591.14
2016-11-09,Guam,North Korea,0,2,EAFF Championship,1323.57,1627.51,1316.49,1634.59
2016-11-09,Hong Kong,Taiwan,4,2,EAFF Championship,1457.54,1299.17,1463.07,1293.64
2016-11-09,Mongolia,Laos,0,3,AFC Challenge Cup,1333.35,1221.85,1310.2,1245.0
2016-11-09,Syria,Singapore,2,0,Friendly,1616.32,1377.89,1620.06,1374.15
2016-11-09,Philippines,Kyrgyzstan,1,0,Friendly,1453.1,1417.46,1462.53,1408.04
2016-11-09,Sri Lanka,Macau,1,1,AFC Challenge Cup,1177.4,1253.65,1176.37,1254.67
2016-11-09,Tajikistan,Turkmenistan,3,0,Friendly,1452.76,1480.95,1464.71,1469.0
2016-11-09,United Arab Emirates,Bahrain,2,0,Friendly,1620.26,1556.43,1628.67,1548.02
2016-11-09,Haiti,French Guiana,2,5,CFU Caribbean Cup qualification,1544.47,1487.09,1523.1,1508.45
2016-11-10,Iran,Papua New Guinea,8,1,Friendly,1790.64,1458.27,1792.94,1455.97
2016-11-10,Brazil,Argentina,3,0,FIFA World Cup qualification,1937.92,1902.04,1947.33,1892.62
2016-11-10,Colombia,Chile,0,0,FIFA World Cup qualification,1843.63,1854.63,1839.87,1858.39
2016-11-10,Paraguay,Peru,1,4,FIFA World Cup qualification,1708.04,1753.93,1690.72,1771.25
2016-11-10,Qatar,Russia,2,1,Friendly,1621.08,1644.78,1632.83,1633.02
2016-11-10,Lebanon,Palestine,1,1,Friendly,1471.15,1520.03,1468.95,1522.22
2016-11-10,Uzbekistan,Jordan,1,0,Friendly,1690.94,1569.15,1697.48,1562.61
2016-11-10,Venezuela,Bolivia,5,0,FIFA World Cup qualification,1624.27,1506.49,1630.93,1499.83
2016-11-10,Uruguay,Ecuador,2,1,FIFA World Cup qualification,1830.65,1752.43,1838.57,1744.52
2016-11-11,Libya,Tunisia,0,1,FIFA World Cup qualification,1567.91,1686.64,1553.71,1700.83
2016-11-11,South Korea,Canada,2,0,Friendly,1773.76,1544.64,1777.68,1540.72
2016-11-11,Armenia,Montenegro,3,2,FIFA World Cup qualification,1425.13,1542.67,1440.89,1526.91
2016-11-11,Czech Republic,Norway,2,1,FIFA World Cup qualification,1603.84,1520.5,1611.59,1512.75
2016-11-11,Denmark,Kazakhstan,4,1,FIFA World Cup qualification,1610.89,1429.69,1615.85,1424.72
2016-11-11,France,Sweden,2,1,FIFA World Cup qualification,1864.85,1653.8,1869.14,1649.51
2016-11-11,Honduras,Panama,0,1,FIFA World Cup qualification,1610.94,1659.58,1593.74,1676.78
2016-11-11,England,Scotland,3,0,FIFA World Cup qualification,1827.05,1643.68,1831.96,1638.77
2016-11-11,Malta,Slovenia,0,1,FIFA World Cup qualification,1245.97,1544.54,1238.72,1551.79
2016-11-11,Northern Ireland,Azerbaijan,4,0,FIFA World Cup qualification,1547.13,1408.41,1553.19,1402.35
2016-11-11,San Marino,Germany,0,8,FIFA World Cup qualification,1052.68,1837.32,1052.11,1837.89
2016-11-11,Slovakia,Lithuania,4,0,FIFA World Cup qualification,1667.92,1425.16,1671.58,1421.5
2016-11-11,Togo,Comoros,2,2,Friendly,1530.95,1278.76,1519.44,1290.27
2016-11-11,Trinidad and Tobago,Costa Rica,0,2,FIFA World Cup qualification,1565.84,1750.34,1554.42,1761.77
2016-11-11,United States,Mexico,1,2,FIFA World Cup qualification,1737.37,1801.0,1720.8,1817.57
2016-11-11,Romania,Poland,0,3,FIFA World Cup qualification,1630.12,1715.69,1614.5,1731.31
2016-11-11,Japan,Oman,4,0,Kirin Challenge Cup,1737.83,1550.45,1742.65,1545.63
2016-11-12,Croatia,Iceland,2,0,FIFA World Cup qualification,1773.48,1635.08,1779.55,1629.01
2016-11-12,Kenya,Mozambique,1,0,Friendly,1495.59,1470.86,1505.43,1461.02
2016-11-12,Hong Kong,North Korea,0,1,EAFF Championship,1463.07,1634.59,1451.11,1646.55
2016-11-12,Georgia,Moldova,1,1,FIFA World Cup qualification,1465.53,1310.41,1456.14,1319.79
2016-11-12,Spain,North Macedonia,4,0,FIFA World Cup qualification,1877.28,1388.07,1878.26,1387.1
2016-11-12,Austria,Republic of Ireland,0,1,FIFA World Cup qualification,1602.21,1689.27,1586.65,1704.83
2016-11-12,Mali,Gabon,0,0,FIFA World Cup qualification,1593.67,1514.97,1586.57,1522.07
2016-11-12,Liechtenstein,Italy,0,4,FIFA World Cup qualification,1185.15,1764.64,1183.37,1766.43
2016-11-12,Cameroon,Zambia,1,1,FIFA World Cup qualification,1694.12,1529.76,1684.5,1539.38
2016-11-12,Macau,Brunei,1,1,AFC Challenge Cup,1254.67,1225.6,1249.34,1230.93
2016-11-12,Turkey,Kosovo,2,0,FIFA World Cup qualification,1700.14,1503.4,1704.74,1498.8
2016-11-12,Morocco,Ivory Coast,0,0,FIFA World Cup qualification,1621.91,1738.06,1622.6,1737.37
2016-11-12,Uganda,Congo,1,0,FIFA World Cup qualification,1563.24,1531.32,1572.8,1521.76
2016-11-12,Nepal,Laos,2,2,AFC Challenge Cup,1279.22,1245.0,1273.7,1250.52
2016-11-12,Wales,Serbia,1,1,FIFA World Cup qualification,1599.91,1649.64,1597.76,1651.8
2016-11-12,Ukraine,Finland,1,0,FIFA World Cup qualification,1695.92,1497.06,1700.48,1492.5
2016-11-12,Cape Verde,Burkina Faso,0,2,FIFA World Cup qualification,1565.84,1527.88,1545.18,1548.54
2016-11-12,Nigeria,Algeria,3,1,FIFA World Cup qualification,1660.36,1687.59,1672.26,1675.69
2016-11-12,New Zealand,New Caledonia,2,0,FIFA World Cup qualification,1647.2,1575.53,1655.34,1567.4
2016-11-12,Albania,Israel,0,3,FIFA World Cup qualification,1552.06,1522.39,1531.71,1542.74
2016-11-13,Bulgaria,Belarus,1,0,FIFA World Cup qualification,1533.0,1591.14,1546.2,1577.94
2016-11-13,Belgium,Estonia,8,1,FIFA World Cup qualification,1782.71,1455.02,1785.07,1452.67
2016-11-13,Jamaica,Suriname,1,0,CFU Caribbean Cup qualification,1512.04,1512.21,1522.84,1501.41
2016-11-13,Hungary,Andorra,4,0,FIFA World Cup qualification,1605.97,1053.95,1606.66,1053.26
2016-11-13,Greece,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,1618.33,1675.55,1616.49,1677.39
2016-11-13,Guinea,DR Congo,1,2,FIFA World Cup qualification,1637.78,1597.83,1617.04,1618.56
2016-11-13,Egypt,Ghana,2,0,FIFA World Cup qualification,1682.83,1658.43,1692.67,1648.58
2016-11-13,Cyprus,Gibraltar,3,1,FIFA World Cup qualification,1346.58,1380.88,1358.78,1368.69
2016-11-13,Saint Kitts and Nevis,Haiti,0,2,CFU Caribbean Cup qualification,1514.04,1523.1,1495.2,1541.94
2016-11-13,Zimbabwe,Tanzania,3,0,Friendly,1542.26,1434.3,1549.22,1427.34
2016-11-13,Solomon Islands,Tahiti,1,0,FIFA World Cup qualification,1444.08,1515.61,1457.85,1501.83
2016-11-13,Singapore,Cambodia,1,0,Friendly,1374.15,1260.91,1380.94,1254.11
2016-11-13,Luxembourg,Netherlands,1,3,FIFA World Cup qualification,1266.21,1736.79,1263.03,1739.97
2016-11-13,Switzerland,Faroe Islands,2,0,FIFA World Cup qualification,1724.97,1290.95,1726.29,1289.62
2016-11-13,Tajikistan,Afghanistan,1,0,Friendly,1464.71,1419.52,1473.78,1410.44
2016-11-13,Portugal,Latvia,4,1,FIFA World Cup qualification,1797.22,1425.95,1799.09,1424.09
2016-11-14,Myanmar,Oman,0,3,Friendly,1363.0,1545.63,1351.5,1557.13
2016-11-14,Laos,Brunei,3,2,AFC Challenge Cup,1250.52,1230.93,1260.56,1220.9
2016-11-14,Malaysia,Papua New Guinea,2,1,Friendly,1392.95,1455.97,1406.36,1442.56
2016-11-14,Poland,Slovenia,1,1,Friendly,1731.31,1551.79,1721.31,1561.79
2016-11-15,Austria,Slovakia,0,0,Friendly,1586.65,1671.58,1586.0,1672.23
2016-11-15,Bahrain,Kyrgyzstan,0,0,Friendly,1548.02,1408.04,1539.04,1417.01
2016-11-15,Bolivia,Paraguay,1,0,FIFA World Cup qualification,1499.83,1690.72,1518.67,1671.89
2016-11-15,Chile,Uruguay,3,1,FIFA World Cup qualification,1858.39,1838.57,1868.41,1828.55
2016-11-15,Jordan,Lebanon,0,0,Friendly,1562.61,1468.95,1555.02,1476.54
2016-11-15,China PR,Qatar,0,0,FIFA World Cup qualification,1575.48,1632.83,1573.65,1634.67
2016-11-15,England,Spain,2,2,Friendly,1831.96,1878.26,1829.66,1880.56
2016-11-15,Ecuador,Venezuela,3,0,FIFA World Cup qualification,1744.52,1630.93,1751.31,1624.14
2016-11-15,Argentina,Colombia,3,0,FIFA World Cup qualification,1892.62,1839.87,1901.42,1831.07
2016-11-15,United Arab Emirates,Iraq,2,0,FIFA World Cup qualification,1628.67,1532.51,1636.0,1525.18
2016-11-15,Gabon,Comoros,1,1,Friendly,1522.07,1290.27,1510.94,1301.4
2016-11-15,Italy,Germany,0,0,Friendly,1766.43,1837.89,1765.2,1839.12
2016-11-15,Costa Rica,United States,4,0,FIFA World Cup qualification,1761.77,1720.8,1770.99,1711.58
2016-11-15,Czech Republic,Denmark,1,1,Friendly,1611.59,1615.85,1607.55,1619.88
2016-11-15,Japan,Saudi Arabia,2,1,FIFA World Cup qualification,1742.65,1642.88,1749.86,1635.66
2016-11-15,Ukraine,Serbia,2,0,Friendly,1700.48,1651.8,1709.42,1642.85
2016-11-15,Kenya,Liberia,1,0,Friendly,1505.43,1462.11,1514.57,1452.97
2016-11-15,Malta,Iceland,0,2,Friendly,1238.72,1629.01,1233.97,1633.76
2016-11-15,Morocco,Togo,2,1,Friendly,1622.6,1519.44,1629.71,1512.33
2016-11-15,Mozambique,South Africa,1,1,Friendly,1461.02,1649.37,1464.76,1645.64
2016-11-15,Nepal,Macau,1,0,AFC Challenge Cup,1273.7,1249.34,1283.55,1239.49
2016-11-15,New Caledonia,New Zealand,0,0,FIFA World Cup qualification,1567.4,1655.34,1566.88,1655.86
2016-11-15,Honduras,Trinidad and Tobago,3,1,FIFA World Cup qualification,1593.74,1554.42,1603.03,1545.13
2016-11-15,Northern Ireland,Croatia,0,3,Friendly,1553.19,1779.55,1543.41,1789.32
2016-11-15,Peru,Brazil,0,2,FIFA World Cup qualification,1771.25,1947.33,1759.48,1959.1
2016-11-15,South Korea,Uzbekistan,2,1,FIFA World Cup qualification,1777.68,1697.48,1785.53,1689.63
2016-11-15,Syria,Iran,0,0,FIFA World Cup qualification,1620.06,1792.94,1623.16,1789.84
2016-11-15,France,Ivory Coast,0,0,Friendly,1869.14,1737.37,1860.39,1746.11
2016-11-15,Tunisia,Mauritania,0,0,Friendly,1700.83,1458.13,1689.49,1469.47
2016-11-15,Panama,Mexico,0,0,FIFA World Cup qualification,1676.78,1817.57,1678.53,1815.81
2016-11-15,Russia,Romania,1,0,Friendly,1633.02,1614.5,1643.09,1604.43
2016-11-15,Thailand,Australia,2,2,FIFA World Cup qualification,1518.64,1696.93,1521.96,1693.6
2016-11-19,Philippines,Singapore,0,0,AFF Championship,1462.53,1380.94,1455.33,1388.14
2016-11-19,Saint Kitts and Nevis,Estonia,1,1,Friendly,1495.2,1452.67,1489.37,1458.5
2016-11-19,Thailand,Indonesia,4,2,AFF Championship,1521.96,1426.47,1529.31,1419.12
2016-11-20,Myanmar,Vietnam,1,2,AFF Championship,1351.5,1495.83,1338.41,1508.92
2016-11-20,Malaysia,Cambodia,3,2,AFF Championship,1406.36,1254.11,1412.05,1248.42
2016-11-22,Antigua and Barbuda,Estonia,0,1,Friendly,1415.42,1458.5,1397.99,1475.93
2016-11-22,Philippines,Indonesia,2,2,AFF Championship,1455.33,1419.12,1449.73,1424.72
2016-11-22,Thailand,Singapore,1,0,AFF Championship,1529.31,1388.14,1535.3,1382.15
2016-11-23,Myanmar,Cambodia,3,1,AFF Championship,1338.41,1248.42,1345.93,1240.9
2016-11-23,Malaysia,Vietnam,0,1,AFF Championship,1412.05,1508.92,1396.92,1524.06
2016-11-25,Philippines,Thailand,0,1,AFF Championship,1449.73,1535.3,1434.11,1550.93
2016-11-25,Singapore,Indonesia,1,2,AFF Championship,1382.15,1424.72,1364.69,1442.17
2016-11-26,Myanmar,Malaysia,1,0,AFF Championship,1345.93,1396.92,1358.83,1384.02
2016-11-26,Vietnam,Cambodia,2,1,AFF Championship,1524.06,1240.9,1527.04,1237.92
2016-11-26,Ryūkyū,United Koreans in Japan,0,9,Friendly,1500.0,1472.71,1479.74,1492.97
2016-12-03,Indonesia,Vietnam,2,1,AFF Championship,1442.17,1527.04,1456.52,1512.69
2016-12-04,Myanmar,Thailand,0,2,AFF Championship,1358.83,1550.93,1347.72,1562.04
2016-12-07,Vietnam,Indonesia,2,2,AFF Championship,1512.69,1456.52,1506.37,1462.84
2016-12-08,Thailand,Myanmar,4,0,AFF Championship,1562.04,1347.72,1566.26,1343.5
2016-12-14,Indonesia,Thailand,2,1,AFF Championship,1462.84,1566.26,1477.99,1551.11
2016-12-17,Thailand,Indonesia,2,0,AFF Championship,1551.11,1477.99,1559.2,1469.9
2016-12-26,Ivory Coast,Zimbabwe,0,0,Friendly,1746.11,1549.22,1735.71,1559.62
2016-12-27,Nicaragua,Trinidad and Tobago,2,1,Friendly,1442.94,1545.13,1458.04,1530.04
2016-12-28,Catalonia,Tunisia,3,3,Friendly,1561.23,1689.49,1562.44,1688.27
2016-12-30,Nicaragua,Trinidad and Tobago,1,3,Friendly,1458.04,1530.04,1441.83,1546.25
2016-12-30,Basque Country,Tunisia,3,1,Friendly,1594.25,1688.27,1608.99,1673.53
2017-01-04,Trinidad and Tobago,Suriname,1,2,CFU Caribbean Cup qualification,1546.25,1501.41,1525.33,1522.32
2017-01-04,Tunisia,Uganda,2,0,Friendly,1673.53,1572.8,1680.72,1565.61
2017-01-05,Cameroon,DR Congo,2,0,Friendly,1684.5,1618.56,1692.83,1610.23
2017-01-06,Suriname,Haiti,2,4,CFU Caribbean Cup qualification,1522.32,1541.94,1503.91,1560.35
2017-01-07,Algeria,Mauritania,3,1,Friendly,1675.69,1469.47,1680.08,1465.07
2017-01-07,Burkina Faso,Mali,2,1,Friendly,1548.54,1586.57,1560.89,1574.22
2017-01-08,Egypt,Tunisia,1,0,Friendly,1692.67,1680.72,1703.0,1670.39
2017-01-08,Ivory Coast,Sweden,2,1,Friendly,1735.71,1649.51,1743.36,1641.86
2017-01-08,Libya,Senegal,1,2,Friendly,1553.71,1740.26,1542.38,1751.6
2017-01-08,Trinidad and Tobago,Haiti,3,4,CFU Caribbean Cup qualification,1525.33,1560.35,1507.56,1578.12
2017-01-09,Morocco,Finland,0,1,Friendly,1629.71,1492.5,1605.81,1516.4
2017-01-10,Algeria,Mauritania,6,0,Friendly,1680.08,1465.07,1684.29,1460.87
2017-01-10,Cameroon,Zimbabwe,1,1,Friendly,1692.83,1559.62,1684.04,1568.41
2017-01-10,China PR,Iceland,0,2,Friendly,1573.65,1633.76,1556.94,1650.48
2017-01-11,Chile,Croatia,1,1,Friendly,1868.41,1789.32,1861.3,1796.43
2017-01-11,Congo,Senegal,0,2,Friendly,1521.76,1751.6,1512.12,1761.24
2017-01-11,Ivory Coast,Uganda,3,0,Friendly,1743.36,1565.61,1748.41,1560.57
2017-01-13,Honduras,Nicaragua,2,1,UNCAF Cup,1603.03,1441.83,1608.48,1436.37
2017-01-14,Burkina Faso,Cameroon,1,1,African Cup of Nations,1560.89,1684.04,1561.89,1683.05
2017-01-14,Cambodia,Saudi Arabia,2,7,Friendly,1237.92,1635.66,1233.34,1640.24
2017-01-14,China PR,Croatia,1,1,Friendly,1556.94,1796.43,1562.66,1790.71
2017-01-14,Gabon,Guinea-Bissau,1,1,African Cup of Nations,1510.94,1442.25,1504.18,1449.01
2017-01-15,Algeria,Zimbabwe,2,2,African Cup of Nations,1684.29,1568.41,1676.01,1576.69
2017-01-15,Belize,Costa Rica,0,3,UNCAF Cup,1410.0,1770.99,1404.54,1776.45
2017-01-15,El Salvador,Honduras,1,2,UNCAF Cup,1466.96,1608.48,1453.74,1621.7
2017-01-15,Iceland,Chile,0,1,Friendly,1650.48,1861.3,1640.11,1871.67
2017-01-15,Tunisia,Senegal,0,2,African Cup of Nations,1670.39,1761.24,1654.99,1776.63
2017-01-16,DR Congo,Morocco,1,0,African Cup of Nations,1610.23,1605.81,1620.85,1595.19
2017-01-16,Ivory Coast,Togo,0,0,African Cup of Nations,1748.41,1512.33,1737.2,1523.54
2017-01-17,El Salvador,Belize,3,1,UNCAF Cup,1453.74,1404.54,1462.67,1395.61
2017-01-17,Ghana,Uganda,1,0,African Cup of Nations,1648.58,1560.57,1656.17,1552.98
2017-01-17,Mali,Egypt,0,0,African Cup of Nations,1574.22,1703.0,1575.46,1701.76
2017-01-17,Qatar,Moldova,1,1,Friendly,1634.67,1319.79,1622.19,1332.27
2017-01-18,Cameroon,Guinea-Bissau,2,1,African Cup of Nations,1683.05,1449.01,1686.87,1445.18
2017-01-18,Gabon,Burkina Faso,1,1,African Cup of Nations,1504.18,1561.89,1502.36,1563.71
2017-01-19,Algeria,Tunisia,1,2,African Cup of Nations,1676.01,1654.99,1655.98,1675.02
